lift,confidence,support,consequents,antecedents
11.9,0.33,0.001,specialty chocolate + packaged fruit/vegetables,spices + bottled water + cleaner
11.9,0.25,0.001,cleaner + pudding powder,packaged fruit/vegetables + potato products + sweet spreads
11.9,0.33,0.001,specialty chocolate + packaged fruit/vegetables,cereals + tropical fruit + soda
11.9,0.33,0.002,bottled water + sweet spreads,packaged fruit/vegetables + potato products + pudding powder
11.9,0.33,0.001,spices + nut snack,liquor + tropical fruit + soda
11.9,0.25,0.001,cleaner + pudding powder,sauces + liquor + nut snack
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,potato products + tropical fruit + male cosmetics
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,brandy + liquor + liquor (appetizer)
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,light bulbs + specialty vegetables + nut snack
11.9,0.33,0.001,specialty vegetables + bottled water,liquor (appetizer) + root vegetables + sweet spreads
11.9,0.33,0.001,pip fruit + soda,cereals + light bulbs + liquor
11.9,0.5,0.002,sauces + curd,spices + bottled water + pudding powder
11.9,0.33,0.001,curd + cleaner,liquor (appetizer) + potato products + soda
11.9,0.25,0.001,cleaner + pudding powder,butter + specialty chocolate + root vegetables
11.9,0.25,0.001,tropical fruit + cleaner,butter + specialty chocolate + root vegetables
11.9,0.25,0.001,brandy + liquor,sauces + pudding powder + nut snack
11.9,0.25,0.001,brandy + liquor,light bulbs + sweet spreads + pip fruit
11.9,0.25,0.001,brandy + liquor,butter + light bulbs + white wine
11.9,0.33,0.001,light bulbs + root vegetables,specialty chocolate + baking powder + nut snack
11.9,0.33,0.001,light bulbs + liquor,specialty chocolate + root vegetables + pip fruit
11.9,0.25,0.001,brandy + liquor,white wine + root vegetables + nut snack
11.9,0.25,0.001,male cosmetics + soda,baking powder + liquor + pip fruit
11.9,0.5,0.002,cereals + tropical fruit,baking powder + liquor + pip fruit
11.9,0.33,0.001,liquor (appetizer) + potato products,baking powder + liquor + bottled water
11.9,0.33,0.001,light bulbs + white wine,baking powder + liquor + bottled water
11.9,0.25,0.001,cleaner + pudding powder,white wine + liquor (appetizer) + sweet spreads
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,curd + specialty vegetables + male cosmetics
11.9,0.33,0.001,specialty chocolate + soda,curd + specialty vegetables + male cosmetics
11.9,0.33,0.001,packaged fruit/vegetables + pudding powder,potato products + tropical fruit + male cosmetics
11.9,0.33,0.001,pip fruit + soda,brandy + potato products + bottled water
11.9,0.33,0.001,specialty chocolate + packaged fruit/vegetables,brandy + liquor + liquor (appetizer)
11.9,0.25,0.001,liquor + bottled water,white wine + male cosmetics + sweet spreads
11.9,0.25,0.001,male cosmetics + soda,baking powder + liquor + tropical fruit
11.9,0.33,0.001,brandy + white wine,potato products + specialty vegetables + nut snack
11.9,0.33,0.001,specialty vegetables + bottled water,baking powder + liquor + liquor (appetizer)
11.9,0.33,0.001,spices + cleaner,baking powder + liquor + white wine
11.9,0.33,0.001,liquor (appetizer) + potato products,root vegetables + bottled water + sweet spreads
11.9,0.33,0.001,brandy + white wine,sauces + potato products + pudding powder
11.9,0.33,0.001,light bulbs + liquor,packaged fruit/vegetables + specialty vegetables + root vegetables
11.9,0.25,0.001,tropical fruit + cleaner,white wine + liquor (appetizer) + pudding powder
11.9,0.33,0.001,brandy + white wine,curd + specialty vegetables + nut snack
11.9,0.25,0.001,liquor + bottled water,potato products + specialty vegetables + pudding powder
11.9,0.25,0.001,brandy + liquor,potato products + specialty vegetables + pudding powder
11.9,0.33,0.002,specialty chocolate + packaged fruit/vegetables,cereals + sauces + spices
11.9,0.33,0.001,liquor (appetizer) + potato products,brandy + cleaner + nut snack
11.9,0.25,0.001,cleaner + pudding powder,brandy + potato products + sweet spreads
11.9,0.25,0.001,spices + male cosmetics,packaged fruit/vegetables + specialty vegetables + tropical fruit
11.9,0.5,0.001,sauces + curd,spices + tropical fruit + pudding powder
11.9,0.33,0.001,baking powder + liquor,packaged fruit/vegetables + specialty vegetables + root vegetables
11.9,0.33,0.001,curd + cleaner,spices + bottled water + sweet spreads
11.9,0.25,0.001,brandy + liquor,white wine + pip fruit + pudding powder
11.9,0.25,0.001,liquor + bottled water,butter + spices + nut snack
11.9,0.25,0.001,brandy + liquor,specialty chocolate + bottled water + pip fruit
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,light bulbs + baking powder + soda
11.9,0.25,0.001,liquor + bottled water,specialty chocolate + cleaner + nut snack
11.9,0.29,0.002,tropical fruit + pip fruit,sauces + spices + soda
11.9,0.33,0.001,spices + nut snack,curd + tropical fruit + soda
11.9,0.33,0.001,specialty vegetables + bottled water,sauces + light bulbs + male cosmetics
11.9,0.33,0.001,brandy + white wine,baking powder + packaged fruit/vegetables + soda
11.9,0.33,0.001,curd + cleaner,sauces + light bulbs + male cosmetics
11.9,0.33,0.001,bottled water + sweet spreads,specialty chocolate + white wine + male cosmetics
11.9,0.33,0.001,specialty chocolate + packaged fruit/vegetables,liquor (appetizer) + specialty vegetables + cleaner
11.9,0.33,0.002,brandy + white wine,specialty chocolate + pip fruit + nut snack
11.9,0.33,0.001,specialty chocolate + packaged fruit/vegetables,spices + bottled water + male cosmetics
11.9,0.33,0.001,spices + nut snack,specialty vegetables + soda + cleaner
11.9,0.33,0.002,spices + nut snack,packaged fruit/vegetables + specialty vegetables + male cosmetics
11.9,0.5,0.001,sauces + curd,specialty vegetables + pip fruit + nut snack
11.9,0.25,0.001,male cosmetics + soda,spices + root vegetables + sweet spreads
11.9,0.25,0.001,brandy + liquor,spices + root vegetables + sweet spreads
11.9,0.25,0.001,tropical fruit + cleaner,spices + root vegetables + bottled water
11.9,0.29,0.002,white wine + tropical fruit,sauces + butter + potato products
11.9,0.33,0.001,curd + cleaner,liquor (appetizer) + soda + nut snack
11.9,0.33,0.001,specialty chocolate + packaged fruit/vegetables,spices + brandy + bottled water
11.9,0.33,0.001,brandy + white wine,baking powder + packaged fruit/vegetables + pip fruit
11.9,0.25,0.001,brandy + liquor,white wine + potato products + specialty vegetables
11.9,0.33,0.001,light bulbs + root vegetables,bottled water + cleaner + nut snack
11.9,0.25,0.001,male cosmetics + soda,liquor + white wine + sweet spreads
11.9,0.25,0.001,liquor + bottled water,butter + specialty vegetables + male cosmetics
11.9,0.33,0.001,light bulbs + liquor,root vegetables + bottled water + sweet spreads
11.9,0.33,0.001,spices + nut snack,brandy + liquor + specialty vegetables
11.9,0.25,0.001,cleaner + pudding powder,liquor + potato products + male cosmetics
11.9,0.33,0.002,specialty chocolate + packaged fruit/vegetables,cereals + brandy + liquor (appetizer)
11.9,0.25,0.001,liquor + bottled water,spices + specialty vegetables + sweet spreads
11.9,0.33,0.002,pip fruit + soda,packaged fruit/vegetables + tropical fruit + root vegetables
11.9,0.33,0.001,spices + nut snack,liquor + tropical fruit + bottled water
11.9,0.25,0.001,brandy + liquor,pip fruit + pudding powder + nut snack
11.9,0.33,0.001,packaged fruit/vegetables + pudding powder,sauces + sweet spreads + cleaner
11.9,0.29,0.002,tropical fruit + pip fruit,butter + spices + white wine
11.9,0.33,0.001,curd + cleaner,sauces + root vegetables + nut snack
11.9,0.33,0.001,spices + pudding powder,sauces + root vegetables + nut snack
11.9,0.33,0.001,pip fruit + soda,butter + spices + root vegetables
11.9,0.25,0.001,tropical fruit + cleaner,pip fruit + pudding powder + nut snack
11.9,0.33,0.001,light bulbs + liquor,packaged fruit/vegetables + tropical fruit + pip fruit
11.9,0.33,0.001,specialty chocolate + soda,packaged fruit/vegetables + tropical fruit + pip fruit
11.9,0.29,0.002,baking powder + pip fruit,cereals + butter + tropical fruit
11.9,0.29,0.002,specialty chocolate + root vegetables,light bulbs + bottled water + male cosmetics
11.9,0.29,0.002,liquor + potato products,spices + specialty vegetables + root vegetables
11.9,0.33,0.001,baking powder + liquor,white wine + male cosmetics + pudding powder
11.9,0.33,0.001,packaged fruit/vegetables + pudding powder,sauces + light bulbs + specialty vegetables
11.9,0.33,0.001,baking powder + liquor,sauces + light bulbs + specialty vegetables
11.9,0.33,0.001,curd + cleaner,sauces + light bulbs + specialty vegetables
11.9,0.29,0.002,liquor (appetizer) + specialty vegetables,light bulbs + packaged fruit/vegetables + cleaner
11.9,0.33,0.002,bottled water + sweet spreads,specialty chocolate + liquor + male cosmetics
11.9,0.33,0.001,pip fruit + soda,specialty chocolate + liquor + root vegetables
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,light bulbs + tropical fruit + pudding powder
11.9,0.33,0.001,specialty chocolate + packaged fruit/vegetables,light bulbs + tropical fruit + pudding powder
11.9,0.25,0.001,cleaner + pudding powder,light bulbs + packaged fruit/vegetables + soda
11.9,0.29,0.002,light bulbs + tropical fruit,spices + liquor (appetizer) + sweet spreads
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,light bulbs + baking powder + pip fruit
11.9,0.33,0.001,liquor (appetizer) + potato products,white wine + bottled water + pip fruit
11.9,0.33,0.001,bottled water + sweet spreads,light bulbs + liquor + cleaner
11.9,0.33,0.001,bottled water + sweet spreads,specialty chocolate + male cosmetics + pip fruit
11.9,0.25,0.002,tropical fruit + cleaner,sauces + bottled water + male cosmetics
11.9,0.29,0.002,liquor (appetizer) + specialty vegetables,light bulbs + packaged fruit/vegetables + pip fruit
11.9,0.25,0.001,spices + male cosmetics,light bulbs + liquor + specialty vegetables
11.9,0.25,0.001,liquor + bottled water,male cosmetics + sweet spreads + cleaner
11.9,0.33,0.001,pip fruit + soda,butter + white wine + cleaner
11.9,0.33,0.001,spices + nut snack,curd + bottled water + soda
11.9,0.29,0.002,liquor (appetizer) + specialty vegetables,light bulbs + brandy + pip fruit
11.9,0.33,0.002,packaged fruit/vegetables + pudding powder,curd + bottled water + sweet spreads
11.9,0.25,0.002,brandy + liquor,cereals + specialty chocolate + pip fruit
11.9,0.25,0.001,tropical fruit + cleaner,white wine + male cosmetics + pip fruit
11.9,0.33,0.001,spices + pudding powder,liquor (appetizer) + tropical fruit + bottled water
11.9,0.5,0.001,sauces + curd,baking powder + packaged fruit/vegetables + root vegetables
11.9,0.25,0.001,cleaner + pudding powder,baking powder + packaged fruit/vegetables + potato products
11.9,0.33,0.001,brandy + white wine,specialty chocolate + potato products + nut snack
11.9,0.33,0.001,packaged fruit/vegetables + pudding powder,butter + white wine + cleaner
11.9,0.33,0.001,specialty chocolate + soda,male cosmetics + sweet spreads + nut snack
11.9,0.25,0.001,spices + male cosmetics,light bulbs + liquor + nut snack
11.9,0.33,0.001,pip fruit + soda,light bulbs + liquor + cleaner
11.9,0.25,0.001,liquor + bottled water,light bulbs + baking powder + white wine
11.9,0.5,0.001,sauces + curd,spices + liquor (appetizer) + pudding powder
11.9,0.33,0.001,brandy + white wine,specialty vegetables + pudding powder + nut snack
11.9,0.5,0.001,cereals + tropical fruit,light bulbs + potato products + specialty vegetables
11.9,0.33,0.001,liquor (appetizer) + potato products,spices + white wine + sweet spreads
11.9,0.33,0.001,curd + cleaner,packaged fruit/vegetables + root vegetables + bottled water
11.9,0.5,0.001,sauces + curd,liquor + specialty vegetables + soda
11.9,0.33,0.001,light bulbs + white wine,spices + liquor (appetizer) + potato products
11.9,0.25,0.001,liquor + bottled water,spices + white wine + nut snack
11.9,0.25,0.001,brandy + liquor,spices + white wine + nut snack
11.9,0.25,0.001,cleaner + pudding powder,tropical fruit + pip fruit + nut snack
11.9,0.25,0.001,male cosmetics + soda,tropical fruit + pip fruit + nut snack
11.9,0.33,0.001,light bulbs + root vegetables,liquor + potato products + cleaner
11.9,0.5,0.001,cereals + tropical fruit,male cosmetics + pip fruit + soda
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,cereals + spices + liquor
11.9,0.33,0.001,packaged fruit/vegetables + bottled water,sauces + sweet spreads + cleaner
11.9,0.29,0.002,specialty vegetables + male cosmetics,butter + packaged fruit/vegetables + liquor
11.9,0.29,0.002,tropical fruit + pip fruit,butter + baking powder + pudding powder
11.9,0.25,0.002,male cosmetics + soda,sauces + sweet spreads + pudding powder
11.9,0.33,0.001,brandy + white wine,cereals + liquor + pudding powder
11.9,0.25,0.001,male cosmetics + soda,brandy + root vegetables + sweet spreads
11.9,0.25,0.001,spices + male cosmetics,brandy + root vegetables + sweet spreads
11.9,0.33,0.001,spices + nut snack,liquor (appetizer) + tropical fruit + bottled water
11.9,0.33,0.002,packaged fruit/vegetables + pudding powder,curd + sweet spreads + cleaner
11.9,0.33,0.002,packaged fruit/vegetables + bottled water,curd + sweet spreads + cleaner
11.9,0.33,0.001,liquor (appetizer) + potato products,curd + packaged fruit/vegetables + tropical fruit
11.9,0.25,0.001,brandy + liquor,white wine + potato products + pudding powder
11.9,0.25,0.001,spices + male cosmetics,baking powder + packaged fruit/vegetables + potato products
11.9,0.33,0.002,bottled water + sweet spreads,curd + packaged fruit/vegetables + cleaner
11.9,0.25,0.001,tropical fruit + cleaner,spices + packaged fruit/vegetables + bottled water
11.9,0.25,0.001,brandy + liquor,spices + packaged fruit/vegetables + bottled water
11.9,0.5,0.002,sauces + curd,pip fruit + cleaner + nut snack
11.9,0.25,0.001,male cosmetics + soda,white wine + sweet spreads + pudding powder
11.9,0.33,0.001,brandy + white wine,light bulbs + baking powder + pip fruit
11.9,0.33,0.002,curd + cleaner,packaged fruit/vegetables + bottled water + male cosmetics
11.9,0.5,0.001,sauces + curd,white wine + potato products + nut snack
11.9,0.29,0.002,tropical fruit + pip fruit,cereals + baking powder + liquor
11.9,0.33,0.001,liquor (appetizer) + potato products,curd + soda + nut snack
11.9,0.29,0.002,light bulbs + tropical fruit,sauces + bottled water + nut snack
11.9,0.5,0.001,cereals + tropical fruit,spices + specialty chocolate + male cosmetics
11.9,0.29,0.002,tropical fruit + pip fruit,packaged fruit/vegetables + root vegetables + soda
11.9,0.29,0.002,spices + soda,packaged fruit/vegetables + root vegetables + pip fruit
11.9,0.33,0.001,light bulbs + root vegetables,spices + white wine + soda
11.9,0.25,0.001,tropical fruit + cleaner,spices + specialty chocolate + bottled water
11.9,0.25,0.001,brandy + liquor,spices + specialty chocolate + bottled water
11.9,0.5,0.001,sauces + curd,spices + specialty chocolate + sweet spreads
11.9,0.33,0.001,brandy + white wine,packaged fruit/vegetables + bottled water + pip fruit
11.9,0.33,0.001,light bulbs + white wine,packaged fruit/vegetables + bottled water + pip fruit
11.9,0.25,0.001,spices + male cosmetics,cereals + packaged fruit/vegetables + cleaner
